Geneid,Fluconazole_rna1,Fluconazole_rna2,Fluconazole_rna3,Fluconazole_rna4,Nodrug_rna1,Nodrug_rna2,Nodrug_rna3,Nodrug_rna4
C2_05300C,992,1687,2092,1176,1610,1775,2199,2256
C2_05320W,509,714,838,378,566,727,651,709
C2_05330C,183,205,407,46,80,239,163,13
C2_05340C,463,1011,1320,588,826,1210,1614,2150
C2_05350C,155,403,411,238,133,308,280,39
C2_05360C,141,185,182,189,156,44,163,0
C2_05370C,245,625,551,342,385,788,563,1999
C2_05380W,520,857,942,814,823,777,721,332
C2_05390C,44,188,371,121,90,164,297,424
C2_05400W,56,193,295,116,153,139,222,1
C2_05410W,3655,3390,4945,2573,10071,8921,10676,8180
C2_05440W,2105,2866,3362,2322,1568,1344,1215,1589
C2_05450C,210,256,443,301,194,155,253,373
C2_05460W,71237,82961,75144,77776,148514,204010,169377,248449
C2_05470W,2568,2319,2740,1989,1310,1808,2087,2033
C2_05480C,572,576,712,345,191,374,428,328
C2_05490W,171,275,226,150,73,52,150,0
C2_05500W,13697,16839,16845,12724,5553,7101,7621,7778
C2_05510C,1132,1670,1266,719,842,885,917,2157
C2_05520W,3,22,5,45,46,89,175,0
C2_05530C,1098,1501,1625,1209,865,1040,1040,1733
C2_05540C,686,680,704,653,512,593,636,1638
C2_05550W,883,1140,1385,1216,485,922,729,48
C2_05560W,476,748,675,581,432,545,662,1064
C2_05570C,361,721,772,756,344,337,322,170
C2_05580W,5363,7409,5671,3575,1555,2585,2023,2394
C2_05590C,649,804,532,508,465,554,527,1305
C2_05610C,18488,22905,26389,19257,43997,54702,59023,63436
C2_05620W,6,10,45,16,17,16,23,0
C2_05640W,643,1773,887,658,279,766,426,670
C2_05650W,2397,2734,2771,1992,1967,2353,2431,2069
C2_05660W,30864,50076,32960,28233,5598,11874,7214,13869
C2_05670C,260,957,769,720,445,723,533,88
C2_05680W,1077,1378,1371,1050,896,1366,1244,1687
C2_05690C,2609,1948,2138,3170,1568,871,1018,1838
C2_05700W,21614,22048,21798,27898,11110,13292,10532,23267
C2_05710C,4833,7838,11311,6236,20513,29032,31041,32560
C2_05720C,3908,5910,5470,4698,3217,4857,3608,2387
C2_05730C,654,1550,1442,923,621,939,1059,295
C2_05740W,984,1150,1062,680,822,1115,832,1721
C2_05750W,188,448,432,157,240,486,318,0
C2_05760C,2302,2616,2651,1859,989,1799,1319,1422
C2_05770W,57,62,15,75,0,0,14,0
C2_05780C,1489,2010,1828,1757,1252,1066,1165,1244
C2_05790C,3435,3559,4178,2647,2516,4486,3672,7624
C2_05800C,1050,1440,1432,846,873,1105,1160,1306
C2_05810W,1040,1065,683,692,472,593,446,2014
C2_05820W,543,855,639,1074,300,264,251,653
C2_05830C,415,522,439,450,447,476,436,0
C2_05840W,165,407,395,211,338,396,486,127
C2_05850C,677,1077,1122,771,598,982,1148,679
C2_05860C,395,459,481,258,92,117,124,293
C2_05870W,6,92,26,71,72,80,18,0
C2_05890C,2916,3195,3238,2216,2897,4371,4492,3827
C2_05900W,0,1,0,0,0,0,0,0
C2_05910W,1221,1798,1721,1226,877,940,1223,1795
C2_05920C,5006,8626,9549,7140,4209,5071,5251,4524
C2_05930W,3737,5544,6495,4366,2722,2563,2749,4571
C2_05940C,1978,3486,4134,3021,2266,2464,2398,2606
C2_05950C,554,586,900,647,94,129,83,401
C2_05960C,62,232,132,62,41,135,137,0
C2_05970C,513,669,608,323,235,322,186,0
C2_05980C,202,494,671,231,449,442,513,693
C2_05990C,127,220,283,250,80,49,2,1
C2_06000W,370,616,552,501,312,609,571,1
C2_06010W,2287,4089,3132,2640,1125,1381,1120,1104
C2_06020W,1479,2988,2719,1655,1158,2170,1945,1592
C2_06030W,694,854,1386,655,651,660,766,805
C2_06040C,161,373,421,277,168,259,164,338
C2_06060C,0,1,0,1,0,0,0,0
C2_06070W,988,1353,1460,1487,382,357,370,765
C2_06080C,833,1120,1458,918,864,1278,1096,354
C2_06090W,981,1412,1055,1095,679,937,706,163
C2_06100W,4874,6569,6426,4518,5634,8321,7117,7585
C2_06110W,911,1320,1582,1111,1007,1121,1031,1532
C2_06120C,264,283,168,256,292,102,137,643
C2_06130W,179,302,321,143,257,375,236,473
C2_06140C,21,37,54,13,57,45,95,0
C2_06150C,1296,1701,1625,867,666,1118,986,749
C2_06160W,44,111,23,41,39,109,74,1
C2_06170C,15595,21605,19921,13676,9397,13595,11308,16703
C2_06180C,0,1,6,4,0,0,0,1
C2_06190W,1654,2600,2919,1935,2271,4073,4411,2139
C2_06200C,816,1077,1066,622,535,1095,965,1506
C2_06210C,1624,2608,2395,1794,4277,6625,6732,8573
C2_06220C,333,183,184,153,138,175,148,37
C2_06230W,2191,2197,2484,1999,2103,2310,2148,2468
C2_06240W,18,75,57,15,86,98,38,0
C2_06250C,712,1059,1114,356,1015,1648,1424,2440
C2_06260W,37,98,169,24,62,106,192,339
C2_06270W,3,84,140,37,67,77,129,0
C2_06280C,24,137,264,74,71,149,204,1
C2_06290C,6144,8225,7693,6754,3673,3646,5136,5189
C2_06300W,327,690,938,683,234,318,471,16
C2_06310C,7931,10294,12821,9425,13159,16493,15351,14557
C2_06320W,2253,3250,3085,1511,1527,2156,2261,2850
C2_06330C,384,724,701,373,765,654,754,1222
C2_06340W,35,193,128,153,1,49,8,1
C2_06350C,0,8,2,3,4,9,0,0
C2_06360C,198,472,399,132,186,449,309,15
C2_06370C,257,443,593,315,83,123,230,0
C2_06390C,4795,7287,7703,4963,11778,14564,15648,16063
C2_06420C,3507,5373,5256,3707,2236,3347,2501,2403
C2_06430C,153,115,80,27,82,222,260,16
C2_06440C,26,56,92,33,163,265,275,915
C2_06450C,26,12,0,9,0,1,0,0
C2_06460W,3574,5079,4611,3956,1129,1702,1288,3574
C2_06470W,8128,13035,11794,6390,1497,1147,835,1555
C2_06480W,397,971,984,503,627,640,827,1313
C2_06490W,1129,1303,1153,1138,441,589,644,397
C2_06510W,24,22,25,10,0,11,3,0
C2_06520C,12,125,100,109,537,349,210,1
C2_06530W,17,79,147,38,145,164,155,6
C2_06540C,7732,11931,12791,7649,7014,9213,9385,7115
C2_06550W,393,260,208,369,273,190,298,453
C2_06570C,3662,3272,2718,3367,8263,11156,9246,12248
C2_06590C,6,16,43,23,509,202,79,27
C2_06600W,2909,4860,5507,4358,1976,1605,1744,3390
C2_06610C,3836,3871,3448,4156,1311,2228,2083,2847
C2_06620W,334,526,729,393,501,482,636,487
C2_06630C,2308,2901,1905,2124,556,1255,701,1548
C2_06640C,4131,7289,8904,5898,9635,15218,15671,12985
C2_06650C,317,644,924,596,462,732,816,1129
C2_06660W,249,450,453,271,422,471,476,114
C2_06670C,1958,2621,3313,3067,2214,2042,2540,1011
C2_06680W,1218,1631,1349,578,2200,813,849,964
C2_06690C,865,788,971,800,1185,667,493,397
C2_06700W,507,1193,1111,850,655,622,485,1347
C2_06710W,467,627,983,646,383,305,305,2
C2_06720W,2011,3225,2761,2693,742,1049,728,1612
C2_06730W,10211,14987,15519,14134,9629,14507,14987,14486
C2_06740W,916,1549,1286,603,430,772,510,776
C2_06750C,146,517,483,302,369,557,393,489
C2_06760C,229,220,399,265,764,569,543,468
C2_06770W,247,1007,1212,729,888,1014,1176,1544
C2_06780C,609,706,1187,453,409,526,563,404
C2_06790W,94,175,138,145,264,289,92,14
C2_06800C,270,397,336,162,715,717,770,531
C2_06810C,7065,9244,12404,6763,23117,27727,33322,27295
C2_06820C,2332,3092,3612,1989,1759,2606,1751,2969
C2_06830C,1043,1834,1598,965,783,1482,1374,1712
C2_06840W,0,1,0,9,9,3,0,0
C2_06860W,2348,3334,4115,1684,1135,1860,1743,1016
C2_06870C,1658,1918,1658,1895,1227,4251,1537,7720
C2_06880C,2350,2890,1985,2805,1523,1282,966,3075
C2_06890C,883,1255,1286,616,804,1234,433,772
C2_06910W,621,884,941,663,892,993,854,1313
C2_06920C,421,467,615,288,1099,1292,1478,539
C2_06930C,20,35,32,47,24,11,2,0
C2_06940C,7105,11969,10959,8958,1385,2054,1633,2041
C2_06950C,385,590,567,432,563,596,613,921
C2_06960W,2090,2824,2668,1992,3425,4253,3827,3855
C2_06970W,42,43,22,26,138,291,257,592
C2_06980W,3,0,0,1,1,0,38,386
C2_06990W,53,121,181,181,94,88,48,1
C2_07000W,568,734,660,583,539,731,578,468
C2_07010W,77,226,69,89,245,261,287,1
C2_07020C,132,464,548,273,191,486,398,26
C2_07030C,773,1025,914,643,971,1202,1283,730
C2_07040W,258,399,314,264,299,446,422,35
C2_07060W,357,528,424,487,1302,1248,1371,2889
C2_07070W,879,1378,1793,1130,785,1000,765,853
C2_07080C,409,480,687,398,535,642,706,813
C2_07090C,1422,1347,1456,1509,1065,1295,1091,3201
C2_07100W,1171,1775,2170,1099,1213,1826,1537,3186
C2_07110C,996,1226,1188,665,654,778,774,263
C2_07120W,761,994,727,586,1056,1460,1057,2640
C2_07130C,3652,4461,3359,3417,2769,4192,3182,6436
C2_07140W,1890,2680,3213,2359,1494,2604,2060,4056
C2_07160W,2644,2769,2729,2399,1784,2219,1687,3116
C2_07170C,808,1461,1371,998,807,910,768,800
C2_07180W,70,119,229,28,41,48,21,0
C2_07190C,2168,3056,3863,2441,2765,3897,4515,2218
C2_07200W,258,428,411,337,555,703,674,794
C2_07210C,3114,4492,3292,3765,2620,3218,2630,6299
C2_07220W,4730,6411,6812,4384,1102,2507,1724,4424
C2_07230C,976,1245,725,781,490,577,380,8
C2_07240C,98,151,71,134,95,187,83,0
C2_07250C,12,63,49,74,54,77,133,0
C2_07260C,1006,1410,1683,941,1997,2033,1592,3500
C2_07270W,320,424,416,371,188,304,293,1121
C2_07280W,99,109,261,66,56,44,10,211
C2_07290W,3094,3242,3194,2661,3461,4651,4532,3955
C2_07300C,241,331,316,178,408,520,469,1918
C2_07310W,4833,5042,5488,4281,3742,6024,5425,6102
C2_07320W,3986,4253,4668,3662,2486,3499,3198,3014
C2_07330W,7443,8887,7466,7034,4522,5837,4227,6256
C2_07340W,489,624,620,503,385,828,773,121
C2_07350W,1085,1212,1392,703,1762,3083,2535,1090
C2_07360W,491,624,445,514,256,447,350,765
C2_07370W,306,378,325,196,328,564,500,365
C2_07380W,16766,21648,23479,19173,19840,28500,25087,24842
C2_07390C,1585,2502,3121,2510,2086,3729,3434,4365
C2_07400C,24082,24698,18293,22708,7512,11639,6096,14430
C2_07410W,446,752,501,845,736,489,698,49
C2_07420W,1408,1216,1376,1156,2586,3104,2763,2639
C2_07430C,424,352,395,442,301,281,391,403
C2_07440C,875,1457,1094,709,1033,1496,992,828
C2_07450C,482,941,1006,483,655,1117,668,3297
C2_07460W,1119,893,756,939,744,1099,675,417
C2_07470W,1791,2172,2016,1404,1158,1570,1433,2295
C2_07480W,3497,3801,3557,3266,1415,2355,1825,1331
C2_07490W,2105,3012,3677,2882,3940,5451,6057,4996
C2_07500C,479,662,1043,515,536,626,578,56
C2_07510W,141,301,291,207,196,275,251,108
C2_07520C,569,577,671,433,616,417,541,1053
C2_07530C,0,30,12,7,39,8,5,0
C2_07540W,2291,1856,2264,1325,888,912,1175,1124
C2_07550W,4919,4947,6021,4534,2671,2710,2957,3514
C2_07560W,3213,3948,3576,2121,1622,2788,1786,2148
C2_07570W,4714,5103,5237,5646,2282,5284,3483,5843
C2_07580W,431,1049,688,955,407,689,562,1632
C2_07590W,1759,2338,2578,1777,1607,2365,2009,2484
C2_07600C,8028,8901,7311,6282,2587,4080,3119,7307
C2_07610C,2139,2831,3176,2005,1412,1672,1373,2034
C2_07620W,81,50,97,68,41,13,0,385
C2_07630C,1338,1742,1504,2102,1670,4082,2480,9572
C2_07640W,1057,1287,1320,2004,1410,1661,1491,3438
C2_07650C,1199,1711,2306,1428,1370,2279,1624,3080
C2_07660W,1357,1587,2217,1034,894,1864,1560,1546
C2_07670C,754,973,804,659,539,539,406,1071
C2_07680W,984,1288,2006,931,1141,1338,1142,404
C2_07690W,238,373,415,176,189,334,208,15
C2_07700C,4,91,100,37,27,56,66,333
C2_07710W,9,57,30,46,3,29,2,0
C2_07720C,515,1012,777,518,189,152,202,62
C2_07730W,3771,3746,4170,2374,2482,4286,3259,2474
C2_07740W,3428,3968,4075,2609,2420,2920,2343,5150
C2_07750W,497,1061,1204,726,262,292,263,338
C2_07760W,834,1320,1380,673,720,1157,664,1305
C2_07770C,5,91,46,53,78,109,80,1
C2_07780W,17,15,0,5,0,0,0,0
C2_07790C,36,76,9,62,41,50,0,382
C2_07800W,343,397,322,337,430,507,483,502
C2_07810W,1268,1795,1841,1553,989,1542,1593,2067
C2_07820C,323,646,1014,527,891,1000,818,573
C2_07830W,453,725,731,494,924,1056,1022,392
C2_07840W,0,6,0,5,5,16,6,0
C2_07860W,269,374,297,322,335,389,446,1
C2_07870C,0,0,0,0,0,0,0,0
C2_07880W,847,907,1070,931,785,878,662,645
C2_07890W,1899,1710,2076,1545,900,924,1037,991
C2_07900W,21842,15912,14510,37566,20065,12117,9524,31800
C2_07910C,478,699,867,1224,1063,1112,1064,1338
C2_07920W,244,252,161,211,293,301,253,1
C2_07930C,1911,2428,1308,1188,559,952,828,116
C2_07940C,591,943,1003,478,843,1057,898,916
C2_07950W,780,1032,1033,921,850,1155,936,1310
C2_07960C,457,419,438,229,362,571,492,2
C2_07980W,612,714,710,602,304,558,379,628
C2_08000C,3225,4941,5819,2493,6672,8517,8625,8469
C2_08010W,8795,11252,10047,9397,5085,6914,5469,11044
C2_08020C,320,1007,784,650,370,435,548,720
C2_08030W,0,61,0,19,6,7,2,83
C2_08040C,14498,16444,20357,10669,36577,41642,44922,40609
C2_08050C,78,67,186,52,423,563,381,1375
C2_08060W,206,207,216,172,154,142,95,1
C2_08070C,1362,1539,1259,1151,1591,2077,2018,1270
C2_08080C,386,342,363,293,147,267,224,2
C2_08090W,62,140,131,140,17,43,18,330
C2_08100W,2615,3791,3297,6063,1122,1646,1300,4598
C2_08110W,847,626,752,588,479,324,456,334
C2_08120W,70,111,84,112,124,120,152,0
C2_08130W,1514,2698,2212,2156,1379,3528,2341,2035
C2_08140C,5450,7391,7433,6059,6199,6462,6773,5302
C2_08150W,0,3,21,0,28,6,23,0
C2_08160C,1427,2796,2491,1928,3376,5467,4712,4947
C2_08170W,279,288,289,367,115,170,107,109
C2_08180C,425,666,643,252,549,536,590,2
C2_08190W,1835,3062,3224,2094,2324,2922,3057,1436
C2_08200W,270,377,432,341,279,605,510,1534
C2_08210C,12,29,22,19,88,83,28,6
C2_08240W,0,7,4,10,3,12,6,0
C2_08260W,31,16,1,16,0,29,7,65
C2_08270C,928,1007,1122,426,1224,1264,1019,1780
C2_08280W,147,308,266,146,555,571,377,287
C2_08290C,37385,35163,39895,92424,12624,8344,6765,34058
C2_08300C,4537,7527,8605,15572,3362,1688,1298,3545
C2_08310W,486,351,372,591,423,528,550,299
C2_08320C,2,107,36,4,49,118,127,0
C2_08330W,891,702,754,987,577,181,322,394
C2_08340C,88,161,140,103,77,113,1,2
C2_08350C,11,3,0,2,0,0,0,0
C2_08360C,24,23,28,51,25,0,0,0
C2_08370C,9867,17601,27874,14255,23984,40841,55481,30478
C2_08380C,1166,1089,804,992,624,754,661,561
C2_08390W,2554,2521,2311,4558,1096,1194,1001,3590
C2_08400C,65,108,96,175,45,108,87,19
C2_08420W,276,302,436,168,241,225,247,356
C2_08430C,0,15,1,13,46,4,34,1
C2_08440W,13,0,0,0,0,0,0,0
C2_08450W,2725,5086,4185,2419,1313,2463,1518,5427
C2_08460C,73,271,397,170,184,117,136,0
C2_08470C,135,213,157,101,118,102,120,0
C2_08480W,737,599,946,585,608,898,893,31
C2_08490W,774,1462,1853,1616,2132,2910,3467,4682
C2_08500W,6454,6371,6350,5303,4738,4799,4039,6900
C2_08510W,459,571,642,491,82,126,149,0
C2_08520C,37,117,78,99,23,11,47,0
C2_08530C,199,595,503,233,251,449,426,4
C2_08540C,127,359,326,185,157,274,355,21
C2_08550C,794,1573,1777,1225,846,1073,1188,1031
C2_08560W,977,1642,2026,1015,1166,1642,1503,1856
C2_08570W,516,1364,1078,580,725,1125,1130,1466
C2_08580W,88,48,1,46,0,14,51,0
C2_08590W,8559,32174,19878,16017,22982,61003,46883,63215
C2_08600W,677,860,744,621,445,455,408,156
C2_08610W,3862,7854,9335,6615,2579,3940,3770,2969
C2_08620W,3968,5542,6666,5802,1269,1348,1192,2044
C2_08630C,791,1499,1394,1137,1393,1638,1718,1864
C2_08640C,894,1313,825,1449,483,1550,665,181
C2_08650W,923,1771,1985,1027,934,1141,1199,938
C2_08660C,267,508,410,391,502,298,281,359
C2_08670C,692,884,888,750,697,1012,1052,1690
C2_08680W,692,1810,1544,1196,933,1684,1618,2539
C2_08690C,355,778,429,550,192,401,176,232
C2_08700C,920,998,1070,1211,695,800,660,418
C2_08710W,473,973,1011,670,595,484,426,127
C2_08720W,745,961,1159,812,705,872,794,473
C2_08730W,1220,2181,1646,922,601,1099,764,185
C2_08740W,194,398,198,323,335,356,334,1812
C2_08750W,38,838,1792,801,181,368,1551,27
C2_08760C,6490,8262,7692,5558,7144,10525,8750,8480
C2_08770C,214,191,328,299,263,148,186,0
C2_08780W,3485,4723,4444,2880,2000,3710,3183,1530
C2_08790W,1054,1666,1493,957,530,864,709,974
C2_08800C,1734,2157,2063,1588,2952,3935,3407,6466
C2_08810C,11635,17775,18906,15409,11952,19052,21410,16312
C2_08820C,34,41,26,23,46,18,71,79
C2_08830W,1015,1061,1086,1317,841,866,487,682
C2_08840W,170,444,496,245,416,431,553,982
C2_08850C,668,1385,1305,1316,1034,1245,1073,1628
C2_08860W,1623,3004,2820,2260,1345,2136,1592,4043
C2_08870C,12022,20268,18498,24986,12648,15218,14286,20028
C2_08880W,0,1,0,0,0,0,0,0
C2_08890W,76,14,0,7,11,4,2,1
C2_08900W,2550,2120,1760,1523,2002,1411,1567,3144
C2_08910C,2064,1807,2066,1852,1515,1557,1522,1705
C2_08920W,1425,913,921,1166,770,1129,888,1816
C2_08930W,1367,2135,2743,1889,1427,1877,2305,3212
C2_08940C,502,680,741,652,456,543,474,605
C2_08950W,253,177,161,260,137,70,186,513
C2_08960C,337,543,427,297,265,278,196,114
C2_08970C,413,470,469,381,217,395,282,70
C2_08980C,1112,1134,697,1004,785,926,782,1217
C2_08990C,1305,1575,1179,1404,1370,1069,868,1211
C2_09000C,59,168,68,120,96,111,180,56
C2_09010W,1199,1473,1090,1495,882,582,391,1649
C2_09020W,2257,3119,3438,1186,1803,3133,2944,909
C2_09030W,79,102,82,158,51,104,173,1
C2_09040W,925,1085,1128,589,752,1253,976,2019
C2_09050C,2020,3707,3632,2288,1078,1820,1065,1004
C2_09060C,5568,7455,8718,4933,13989,16316,17849,11749
C2_09070C,1082,1802,2022,1510,1126,1338,1303,887
C2_09080C,1,0,0,0,38,0,0,0
C2_09100C,605,1020,1182,554,884,1021,958,1108
C2_09110C,6,54,31,19,75,71,89,1
C2_09120C,117,259,162,266,26,54,29,0
C2_09130C,662,915,524,528,86,312,120,703
C2_09140C,7921,11993,12792,7254,5845,7234,6680,4885
C2_09150W,6285,8354,7598,6177,1075,1125,715,1773
C2_09160W,147,381,385,148,202,474,519,2
C2_09170W,248,515,466,334,329,369,693,30
C2_09180W,428,565,523,327,415,766,501,739
C2_09210W,12,1,0,0,14,43,0,0
C2_09220W,96536,111626,92412,81088,2980,4325,1750,13201
C2_09230C,2956,2534,2277,1972,2116,1832,1983,2496
C2_09240C,178,178,279,222,190,235,377,778
C2_09250W,322,484,542,421,498,410,333,3
C2_09260C,2025,2510,2354,1992,863,1729,1156,2122
C2_09270C,2696,2914,2472,2303,1937,2825,2004,3466
C2_09280C,651,509,452,348,309,308,254,355
C2_09290W,37,67,109,22,108,112,94,1
C2_09300W,526,621,792,454,442,496,484,433
C2_09310C,365,358,375,236,162,266,257,141
C2_09320C,1419,2043,2912,1443,2107,2519,2512,1942
C2_09330C,0,0,0,1,1,0,3,0
C2_09340W,0,0,1,1,0,0,0,0
C2_09350W,274,505,441,271,383,422,373,226
C2_09360W,521,781,801,429,498,591,354,1099
C2_09370C,629,716,558,378,177,481,317,2
C2_09380W,424,371,592,348,425,470,461,382
C2_09390W,1459,2447,3316,2202,2585,3508,4196,5455
C2_09400C,2918,6162,5588,4122,1124,3063,1974,3256
C2_09410W,0,3,0,8,0,11,0,189
C2_09420W,201,921,856,633,773,1136,1100,1150
C2_09430W,31893,31751,33287,26902,59974,73636,74311,74940
C2_09460C,582,958,1229,882,1278,1242,1166,1295
C2_09470C,365,483,435,293,273,497,400,411
C2_09480W,194,250,204,256,170,341,211,369
C2_09490W,115,327,220,177,272,228,257,16
C2_09500W,383,555,312,249,272,473,369,2
C2_09510C,1314,1513,1728,822,644,1046,957,798
C2_09520C,2961,4007,4222,3337,2759,4115,3913,2633
C2_09530W,420,742,212,422,371,159,248,488
C2_09560C,1421,1780,1801,1689,1391,1661,1196,1712
C2_09570C,261,566,630,312,257,431,306,14
C2_09580W,700,1364,1282,620,347,1006,814,1517
C2_09590C,2972,5228,4027,4010,2056,2928,1745,2998
C2_09600C,544,744,757,500,517,1007,1347,935
C2_09610W,234,399,536,206,470,356,204,2
C2_09620W,1161,1747,1418,1261,1064,1010,891,1360
C2_09630C,58,152,125,69,98,234,166,1
C2_09640W,1956,2318,2337,916,2320,3958,3267,2522
C2_09650W,4878,4896,4479,3688,2328,3609,2733,1964
C2_09660W,466,502,637,305,417,610,619,677
C2_09670C,1006,1151,1146,1171,1512,1306,1127,1766
C2_09680W,301,225,190,245,263,288,158,18
C2_09690C,596,883,834,563,562,500,813,1142
C2_09700W,209,334,147,174,280,261,284,699
C2_09710C,1392,1401,1425,2424,2376,1536,1610,5638
C2_09720W,5567,6692,6820,5695,6789,8664,8156,8807
C2_09730C,1989,1564,2023,1923,762,459,374,2779
C2_09740W,3643,3662,3912,3676,2374,2745,2398,3138
C2_09750W,2896,4054,3643,5545,2560,2571,2377,2919
C2_09760W,350,408,357,312,246,252,275,68
C2_09770C,1144,1572,1590,854,459,809,381,1430
C2_09780C,799,825,933,523,1147,1904,1951,1782
C2_09790W,928,1031,1210,977,632,631,731,194
C2_09800C,0,21,56,22,21,38,9,0
C2_09810C,381,453,335,544,149,168,18,1
C2_09820W,472,1005,709,558,1155,2040,1219,1286
C2_09830C,743,1719,1605,1064,835,1148,1253,1014
C2_09840W,166,288,385,222,115,136,65,211
C2_09850C,74,104,149,86,80,40,20,1
C2_09860C,85,298,190,324,193,240,87,19
C2_09870W,891,1156,1432,1028,1078,1334,1129,897
C2_09880C,328,199,211,656,92,99,48,198
C2_09890W,135,270,429,156,187,194,329,0
C2_09900C,535,927,876,362,1149,1705,1205,122
C2_09910C,646,659,445,483,779,869,835,2575
C2_09920W,36,47,51,23,14,84,19,5
C2_09930W,664,1140,833,663,967,949,957,657
C2_09940W,3526,8259,7059,3111,5535,11185,10793,8057
C2_09950W,412,1442,864,470,434,1834,766,675
C2_09960W,510,750,623,730,909,399,395,485
C2_09970C,1813,3006,3172,2335,2139,3213,2957,1331
C2_09980W,3416,3937,3123,3723,1272,2532,1341,3589
C2_09990C,3411,5972,6205,4171,2813,4296,3965,5007
C2_10000C,45,42,28,35,9,48,73,10
C2_10010C,538,737,824,420,585,981,1260,905
C2_10020C,11,138,141,56,5,5,0,1
C2_10030C,11149,30215,19022,17237,8283,15785,13746,17155
C2_10040W,5,10,2,3,6,3,3,0
C2_10050W,6430,8164,8137,7137,5181,6144,5096,9652
C2_10060C,567,882,958,645,502,740,384,441
C2_10070W,27,26,0,20,11,15,2,0
C2_10080W,490,528,376,450,686,714,948,327
C2_10090C,496,1066,881,730,968,1085,1147,1529
C2_10100W,357,494,612,268,289,431,340,102
C2_10110W,6618,9633,10821,8323,3952,7221,8326,3622
C2_10120W,406,591,793,432,239,431,580,121
C2_10130W,194,453,352,238,209,460,211,625
C2_10140W,479,769,920,433,414,637,654,297
C2_10150W,654,1084,936,448,12,17,1,0
C2_10160W,3493,8318,5834,2855,404,236,273,181
C2_10170C,2531,3818,3805,2642,1629,1467,1254,2663
C2_10180W,707,1194,777,776,99,89,65,36
C2_10190C,265,684,517,428,500,434,327,96
C2_10200W,508,718,901,462,768,691,970,488
C2_10210C,2337,3527,4118,2005,4088,5403,4158,5417
C2_10220C,674,857,924,549,732,532,775,41
C2_10230W,301,551,900,247,417,731,422,432
C2_10240W,318,993,803,366,1835,3255,2455,2662
C2_10250C,1252,1754,1667,947,1275,1500,1337,2378
C2_10260C,1535,2497,2464,2195,1315,1731,1289,2350
C2_10270W,1181,1422,1619,1067,1553,1821,1767,867
C2_10280C,5659,6351,6045,4848,3740,3557,3328,1930
C2_10290W,51,208,199,212,46,334,228,0
C2_10300C,254,616,792,506,632,903,677,800
C2_10310C,318,571,593,294,766,734,1025,745
C2_10320C,73,63,13,84,130,158,77,4
C2_10330C,239,239,222,389,159,60,243,31
C2_10340W,134,411,731,375,344,383,356,1051
C2_10350C,2818,4319,3703,3587,4010,4606,4134,3879
C2_10360C,1632,2930,3439,1495,1072,1553,1151,1393
